source,type,target,weight
fault_code:7719a1c782a1,HAS_CATEGORY,category:7bc3b508c8d5,1
fault_code:7719a1c782a1,HAS_CATEGORY,category:7eeec08d7204,1
fault_code:7719a1c782a1,HAS_CATEGORY,category:a12a45ee7dd7,1
fault_code:7719a1c782a1,HAS_CATEGORY,category:ad18e46a4471,1
fault_code:7719a1c782a1,HAS_NAME,fault_name:1c613db724a9,1
fault_code:7719a1c782a1,HAS_NAME,fault_name:1cfe584714de,1
fault_code:7719a1c782a1,HAS_NAME,fault_name:7c0b1f8df33a,1
fault_code:7719a1c782a1,HAS_NAME,fault_name:ad144fa72d7c,1
fault_code:7719a1c782a1,HAS_NAME,fault_name:ea7c0f0ac42a,1
fault_code:7719a1c782a1,HAS_SOURCE,source_doc:1d02f17af981,1
fault_code:7719a1c782a1,HAS_SOURCE,source_doc:291593b0a613,1
fault_code:7719a1c782a1,HAS_SOURCE,source_doc:2d2c4c0a7971,1
fault_code:7719a1c782a1,HAS_SOURCE,source_doc:4047c80a3adc,1
fault_code:7719a1c782a1,HAS_SOURCE,source_doc:406f7ec7f5a2,1
fault_code:7719a1c782a1,HAS_SOURCE,source_doc:57b6a8d331d3,1
fault_code:7719a1c782a1,HAS_SOURCE,source_doc:6519d34e2cd6,1
fault_code:7719a1c782a1,HAS_SOURCE,source_doc:6d1be634ab57,1
fault_code:7719a1c782a1,HAS_SOURCE,source_doc:9801f3f5effe,1
fault_code:7719a1c782a1,HAS_SOURCE,source_doc:d1a703486cdf,1
fault_code:7719a1c782a1,HAS_SOURCE,source_doc:e2b625402879,1
fault_code:7719a1c782a1,INVOLVES_COMPONENT,component:023d52a774c3,1
fault_code:7719a1c782a1,INVOLVES_COMPONENT,component:252fdf4cf273,1
fault_code:7719a1c782a1,INVOLVES_COMPONENT,component:37d132ed1701,1
fault_code:7719a1c782a1,INVOLVES_COMPONENT,component:54a2a0a871b6,1
fault_code:7719a1c782a1,INVOLVES_COMPONENT,component:a3a976f1827a,1
fault_code:7719a1c782a1,MAY_BE_CAUSED_BY,cause:5bb463f7b6a3,1
fault_code:7719a1c782a1,MAY_BE_CAUSED_BY,cause:a1f00b3e5142,1
fault_code:7719a1c782a1,OCCURS_AT_SITE,site:49551124d157,1
fault_code:7719a1c782a1,OCCURS_AT_SITE,site:7d906172d17c,1
fault_code:7719a1c782a1,OCCURS_ON_MODEL,model:0513bafa3096,1
fault_code:7719a1c782a1,OCCURS_ON_MODEL,model:1742691e94e2,1
fault_code:7719a1c782a1,OCCURS_ON_MODEL,model:2a091ea696c4,1
fault_code:7719a1c782a1,OCCURS_ON_MODEL,model:3cc8131545e8,1
fault_code:7719a1c782a1,OCCURS_ON_MODEL,model:45f68a6b221a,1
fault_code:7719a1c782a1,OCCURS_ON_MODEL,model:6fd7012408d3,1
fault_code:7719a1c782a1,OCCURS_ON_MODEL,model:82b8d910be5d,1
fault_code:7719a1c782a1,OCCURS_ON_MODEL,model:ac7e9669a18b,1
fault_code:7719a1c782a1,OCCURS_ON_MODEL,model:b9de6b3d98a7,1
fault_code:7719a1c782a1,REQUIRES_ACTION,action:001d434256e8,1
fault_code:7719a1c782a1,REQUIRES_ACTION,action:0924ccb87e24,1
fault_code:7719a1c782a1,REQUIRES_ACTION,action:1020583e3dd4,1
fault_code:7719a1c782a1,REQUIRES_ACTION,action:26a3dc68d20e,1
fault_code:7719a1c782a1,REQUIRES_ACTION,action:459df9cd511f,1
fault_code:7719a1c782a1,REQUIRES_ACTION,action:5bcc7f6d6cd6,1
fault_code:7743d35966d3,BELONGS_TO_SYSTEM,system:4c37a1152ef3,1
fault_code:7743d35966d3,HAS_CATEGORY,category:6e28c678070e,1
fault_code:7743d35966d3,HAS_NAME,fault_name:ba184266e98d,1
fault_code:7743d35966d3,HAS_SOURCE,source_doc:f890aac04c32,1
fault_code:7743d35966d3,INVOLVES_COMPONENT,component:78e42e38cf11,1
fault_code:7743d35966d3,OCCURS_ON_MODEL,model:82b8d910be5d,1
fault_code:77445d6245e5,HAS_CATEGORY,category:685c2dda4aec,1
fault_code:77445d6245e5,HAS_NAME,fault_name:8b598d468796,1
fault_code:77445d6245e5,HAS_RESET_MODE,reset_mode:c327af0affc8,1
fault_code:77445d6245e5,HAS_SOURCE,source_doc:1230abb4f056,1
fault_code:77445d6245e5,HAS_SOURCE,source_doc:539e8e4d23d1,1
fault_code:77445d6245e5,HAS_SOURCE,source_doc:8b61846a44e9,1
fault_code:77445d6245e5,HAS_SOURCE,source_doc:d918139eb314,1
fault_code:77445d6245e5,HAS_SOURCE,source_doc:ed11f0e06b7e,1
fault_code:77445d6245e5,INVOLVES_COMPONENT,component:37d132ed1701,1
fault_code:77445d6245e5,OCCURS_AT_SITE,site:05e13aba1cfb,1
fault_code:77445d6245e5,OCCURS_AT_SITE,site:9bd25a604a37,1
fault_code:77445d6245e5,OCCURS_AT_SITE,site:a4d0a9cfc31f,1
fault_code:77445d6245e5,OCCURS_AT_SITE,site:f798ff6846de,1
fault_code:77445d6245e5,OCCURS_ON_MODEL,model:0de2af487c4b,1
fault_code:77445d6245e5,OCCURS_ON_MODEL,model:12a3d2539eba,1
fault_code:77445d6245e5,OCCURS_ON_MODEL,model:6b9ca16233ee,1
fault_code:77445d6245e5,OCCURS_ON_MODEL,model:c3d76bccc287,1
fault_code:77445d6245e5,OCCURS_ON_MODEL,model:d54acdbebd18,1
fault_code:77551a4df0f0,BELONGS_TO_SYSTEM,system:4c37a1152ef3,1
fault_code:77551a4df0f0,HAS_CATEGORY,category:685c2dda4aec,1
fault_code:77551a4df0f0,HAS_NAME,fault_name:e30debbdf0aa,1
fault_code:77551a4df0f0,HAS_SOURCE,source_doc:4d20f4929246,1
fault_code:77551a4df0f0,INVOLVES_COMPONENT,component:9f8d394ef97e,1
fault_code:77551a4df0f0,OCCURS_AT_SITE,site:6facb75be15b,1
fault_code:77551a4df0f0,OCCURS_ON_MODEL,model:a86af0e31918,1
fault_code:775b444fcec7,BELONGS_TO_SYSTEM,system:3b38f224d81f,1
fault_code:775b444fcec7,HAS_CATEGORY,category:0d6ebe063c08,1
fault_code:775b444fcec7,HAS_NAME,fault_name:4313c3a9f2ce,1
fault_code:775b444fcec7,HAS_RESET_MODE,reset_mode:d56836406ea0,1
fault_code:775b444fcec7,HAS_SOURCE,source_doc:1108638fc195,1
fault_code:775b444fcec7,HAS_SOURCE,source_doc:7940a1b26ccf,1
fault_code:775b444fcec7,HAS_SOURCE,source_doc:df82064ca73b,1
fault_code:775b444fcec7,INVOLVES_COMPONENT,component:9f8d394ef97e,1
fault_code:775b444fcec7,INVOLVES_COMPONENT,component:ddfe1ecab0e6,1
fault_code:775b444fcec7,MAY_BE_CAUSED_BY,cause:3a729b2999b2,1
fault_code:775b444fcec7,MAY_BE_CAUSED_BY,cause:97fd669ba765,1
fault_code:775b444fcec7,OCCURS_AT_SITE,site:19c00d96772c,1
fault_code:775b444fcec7,OCCURS_AT_SITE,site:7d906172d17c,1
fault_code:775b444fcec7,OCCURS_ON_MODEL,model:0ead9a1d13ef,1
fault_code:775b444fcec7,REQUIRES_ACTION,action:1839cd2daaad,1
fault_code:775b444fcec7,REQUIRES_ACTION,action:e5ca1e43422f,1
fault_code:775bc5c30e27,BELONGS_TO_SYSTEM,system:27fb11773747,1
fault_code:775bc5c30e27,BELONGS_TO_SYSTEM,system:4c37a1152ef3,1
fault_code:775bc5c30e27,BELONGS_TO_SYSTEM,system:a661c9b6aef0,1
fault_code:775bc5c30e27,BELONGS_TO_SYSTEM,system:bfc8eeb8b8f4,1
fault_code:775bc5c30e27,BELONGS_TO_SYSTEM,system:c763cf2eda0d,1
fault_code:775bc5c30e27,HAS_CATEGORY,category:e516fb420f92,1
fault_code:775bc5c30e27,HAS_NAME,fault_name:82c869aa11bf,1
fault_code:775bc5c30e27,HAS_NAME,fault_name:bdb9ce8fba39,1
fault_code:775bc5c30e27,HAS_NAME,fault_name:c0b49b8b5209,1
fault_code:775bc5c30e27,HAS_NAME,fault_name:cacd5691ccd3,1
fault_code:775bc5c30e27,HAS_SOURCE,source_doc:13d16eab5eb2,1
fault_code:775bc5c30e27,HAS_SOURCE,source_doc:25f222044247,1
fault_code:775bc5c30e27,HAS_SOURCE,source_doc:3678c8eff050,1
fault_code:775bc5c30e27,HAS_SOURCE,source_doc:48519428a8b1,1
fault_code:775bc5c30e27,HAS_SOURCE,source_doc:8060e21e2d28,1
fault_code:775bc5c30e27,HAS_SOURCE,source_doc:c4ee9cb07941,1
fault_code:775bc5c30e27,HAS_SOURCE,source_doc:cb9c5332acb6,1
fault_code:775bc5c30e27,HAS_SOURCE,source_doc:cfbacfe9c124,1
fault_code:775bc5c30e27,HAS_SOURCE,source_doc:d7dbb92015be,1
fault_code:775bc5c30e27,HAS_SOURCE,source_doc:e71db33259d4,1
fault_code:775bc5c30e27,HAS_SOURCE,source_doc:e79a72b2fb2d,1
fault_code:775bc5c30e27,INVOLVES_COMPONENT,component:23362670e490,1
fault_code:775bc5c30e27,INVOLVES_COMPONENT,component:816c022c4800,1
fault_code:775bc5c30e27,MAY_BE_CAUSED_BY,cause:8106a67899f9,1
fault_code:775bc5c30e27,MAY_BE_CAUSED_BY,cause:82c869aa11bf,1
fault_code:775bc5c30e27,MAY_BE_CAUSED_BY,cause:960ee3682cda,1
fault_code:775bc5c30e27,MAY_BE_CAUSED_BY,cause:97220d87f117,1
fault_code:775bc5c30e27,OCCURS_AT_SITE,site:05e13aba1cfb,1
fault_code:775bc5c30e27,OCCURS_AT_SITE,site:3b07bbe870e5,1
fault_code:775bc5c30e27,OCCURS_AT_SITE,site:7d906172d17c,1
fault_code:775bc5c30e27,OCCURS_AT_SITE,site:9bd25a604a37,1
fault_code:775bc5c30e27,OCCURS_AT_SITE,site:a4d0a9cfc31f,1
fault_code:775bc5c30e27,OCCURS_AT_SITE,site:f798ff6846de,1
fault_code:775bc5c30e27,OCCURS_AT_SITE,site:fa67b3a1ce89,1
fault_code:775bc5c30e27,OCCURS_ON_MODEL,model:0513bafa3096,1
fault_code:775bc5c30e27,OCCURS_ON_MODEL,model:1742691e94e2,1
fault_code:775bc5c30e27,OCCURS_ON_MODEL,model:3cc8131545e8,1
fault_code:775bc5c30e27,OCCURS_ON_MODEL,model:45f68a6b221a,1
fault_code:775bc5c30e27,OCCURS_ON_MODEL,model:6fd7012408d3,1
fault_code:775bc5c30e27,OCCURS_ON_MODEL,model:82b8d910be5d,1
fault_code:775bc5c30e27,OCCURS_ON_MODEL,model:ac7e9669a18b,1
fault_code:775bc5c30e27,OCCURS_ON_MODEL,model:b9de6b3d98a7,1
fault_code:775bc5c30e27,OCCURS_ON_MODEL,model:d54acdbebd18,1
fault_code:775bc5c30e27,REQUIRES_ACTION,action:1a7c7627c458,1
fault_code:775bc5c30e27,REQUIRES_ACTION,action:44f1f2a485a6,1
fault_code:775bc5c30e27,REQUIRES_ACTION,action:4d94ccc1e29f,1
fault_code:775bc5c30e27,REQUIRES_ACTION,action:577879f16384,1
fault_code:775bc5c30e27,REQUIRES_ACTION,action:76d0fad149c1,1
fault_code:775bc5c30e27,REQUIRES_ACTION,action:785c0e4b64ba,1
fault_code:775bc5c30e27,REQUIRES_ACTION,action:7f0bcdebea4b,1
fault_code:775bc5c30e27,REQUIRES_ACTION,action:8e4774c5343c,1
fault_code:775ea0a75e30,BELONGS_TO_SYSTEM,system:27fb11773747,1
fault_code:775ea0a75e30,BELONGS_TO_SYSTEM,system:3b38f224d81f,1
fault_code:775ea0a75e30,HAS_SOURCE,source_doc:025957e84317,1
fault_code:775ea0a75e30,HAS_SOURCE,source_doc:68a9d13c9562,1
fault_code:775ea0a75e30,INVOLVES_COMPONENT,component:9f8d394ef97e,1
fault_code:775ea0a75e30,OCCURS_AT_SITE,site:da80e7638e6c,1
fault_code:775ea0a75e30,OCCURS_AT_SITE,site:f4bee526071d,1
fault_code:775ea0a75e30,OCCURS_ON_MODEL,model:3a25a7e01df2,1
fault_code:775ea0a75e30,OCCURS_ON_MODEL,model:64b487ce8fa6,1
fault_code:776aa4ef9287,BELONGS_TO_SYSTEM,system:4c37a1152ef3,1
fault_code:776aa4ef9287,HAS_CATEGORY,category:c17f53f815d3,1
fault_code:776aa4ef9287,HAS_NAME,fault_name:d23ac0bf5276,1
fault_code:776aa4ef9287,HAS_SOURCE,source_doc:c7ad959bf6f5,1
fault_code:776aa4ef9287,OCCURS_AT_SITE,site:6facb75be15b,1
fault_code:776aa4ef9287,OCCURS_ON_MODEL,model:a86af0e31918,1
fault_code:776cc0a6e04a,BELONGS_TO_SYSTEM,system:a661c9b6aef0,1
fault_code:776cc0a6e04a,HAS_CATEGORY,category:c17f53f815d3,1
fault_code:776cc0a6e04a,HAS_NAME,fault_name:3a54a4e2662f,1
fault_code:776cc0a6e04a,HAS_RESET_MODE,reset_mode:215a5040647d,1
fault_code:776cc0a6e04a,HAS_SOURCE,source_doc:772f9940d122,1
fault_code:776cc0a6e04a,INVOLVES_COMPONENT,component:023d52a774c3,1
fault_code:776cc0a6e04a,INVOLVES_COMPONENT,component:ddfe1ecab0e6,1
fault_code:776cc0a6e04a,MAY_BE_CAUSED_BY,cause:341d5311c2f8,1
fault_code:776cc0a6e04a,MAY_BE_CAUSED_BY,cause:ac724d96c92e,1
fault_code:776cc0a6e04a,MAY_BE_CAUSED_BY,cause:bf0e806887c9,1
fault_code:776cc0a6e04a,OCCURS_AT_SITE,site:19c00d96772c,1
fault_code:776cc0a6e04a,OCCURS_AT_SITE,site:3b07bbe870e5,1
fault_code:776cc0a6e04a,OCCURS_AT_SITE,site:8ea2419bc8a2,1
fault_code:776cc0a6e04a,OCCURS_ON_MODEL,model:82b8d910be5d,1
fault_code:776cc0a6e04a,REQUIRES_ACTION,action:49f31f91968b,1
fault_code:776cc0a6e04a,REQUIRES_ACTION,action:f1c684017416,1
fault_code:776cc0a6e04a,REQUIRES_ACTION,action:f39d9857c38c,1
fault_code:7772ba327a8e,BELONGS_TO_SYSTEM,system:bfc8eeb8b8f4,1
fault_code:7772ba327a8e,HAS_CATEGORY,category:685c2dda4aec,1
fault_code:7772ba327a8e,HAS_SOURCE,source_doc:43008526bcbc,1
fault_code:7772ba327a8e,INVOLVES_COMPONENT,component:023d52a774c3,1
fault_code:7772ba327a8e,INVOLVES_COMPONENT,component:6348867dd227,1
fault_code:7772ba327a8e,INVOLVES_COMPONENT,component:836b876c873e,1
fault_code:7772ba327a8e,INVOLVES_COMPONENT,component:9f8d394ef97e,1
fault_code:7772ba327a8e,OCCURS_AT_SITE,site:0e44c2f537cc,1
fault_code:7772ba327a8e,OCCURS_AT_SITE,site:259d72a050ae,1
fault_code:7772ba327a8e,OCCURS_ON_MODEL,model:e24ed3d61944,1
fault_code:777527a4b4a3,HAS_CATEGORY,category:7eeec08d7204,1
fault_code:777527a4b4a3,HAS_RESET_MODE,reset_mode:c327af0affc8,1
fault_code:777527a4b4a3,HAS_SOURCE,source_doc:16b57f00fb03,1
fault_code:777527a4b4a3,HAS_SOURCE,source_doc:49db488a3c6a,1
fault_code:777527a4b4a3,HAS_SOURCE,source_doc:659c84b0fbf8,1
fault_code:777527a4b4a3,HAS_SOURCE,source_doc:6ae75adbce26,1
fault_code:777527a4b4a3,HAS_SOURCE,source_doc:9831464f6746,1
fault_code:777527a4b4a3,INVOLVES_COMPONENT,component:37d132ed1701,1
fault_code:777527a4b4a3,OCCURS_AT_SITE,site:05e13aba1cfb,1
fault_code:777527a4b4a3,OCCURS_AT_SITE,site:9bd25a604a37,1
fault_code:777527a4b4a3,OCCURS_AT_SITE,site:a4d0a9cfc31f,1
fault_code:777527a4b4a3,OCCURS_AT_SITE,site:f798ff6846de,1
fault_code:777527a4b4a3,OCCURS_ON_MODEL,model:0de2af487c4b,1
fault_code:777527a4b4a3,OCCURS_ON_MODEL,model:12a3d2539eba,1
fault_code:777527a4b4a3,OCCURS_ON_MODEL,model:6b9ca16233ee,1
fault_code:777527a4b4a3,OCCURS_ON_MODEL,model:c3d76bccc287,1
fault_code:777527a4b4a3,OCCURS_ON_MODEL,model:d54acdbebd18,1
fault_code:777bba38ce86,HAS_CATEGORY,category:6e28c678070e,1
fault_code:777bba38ce86,HAS_RESET_MODE,reset_mode:c327af0affc8,1
fault_code:777bba38ce86,HAS_SOURCE,source_doc:01338d8823bc,1
fault_code:777bba38ce86,HAS_SOURCE,source_doc:28e4b4350283,1
fault_code:777bba38ce86,HAS_SOURCE,source_doc:7623a01bfcf3,1
fault_code:777bba38ce86,HAS_SOURCE,source_doc:865f53f51a1e,1
fault_code:777bba38ce86,HAS_SOURCE,source_doc:f54f789fe361,1
fault_code:777bba38ce86,INVOLVES_COMPONENT,component:37d132ed1701,1
fault_code:777bba38ce86,OCCURS_AT_SITE,site:05e13aba1cfb,1
fault_code:777bba38ce86,OCCURS_AT_SITE,site:9bd25a604a37,1
fault_code:777bba38ce86,OCCURS_AT_SITE,site:a4d0a9cfc31f,1
fault_code:777bba38ce86,OCCURS_AT_SITE,site:f798ff6846de,1
fault_code:777bba38ce86,OCCURS_ON_MODEL,model:0de2af487c4b,1
fault_code:777bba38ce86,OCCURS_ON_MODEL,model:12a3d2539eba,1
fault_code:777bba38ce86,OCCURS_ON_MODEL,model:6b9ca16233ee,1
fault_code:777bba38ce86,OCCURS_ON_MODEL,model:c3d76bccc287,1
fault_code:777bba38ce86,OCCURS_ON_MODEL,model:d54acdbebd18,1
fault_code:77873674e5df,HAS_NAME,fault_name:526b49bfd9a8,1
fault_code:77873674e5df,HAS_SOURCE,source_doc:088d4565c9f7,1
fault_code:77873674e5df,HAS_SOURCE,source_doc:80fc87862850,1
fault_code:77873674e5df,HAS_SOURCE,source_doc:e0807f4ce41c,1
fault_code:77873674e5df,OCCURS_ON_MODEL,model:1742691e94e2,1
fault_code:77895c1f6805,HAS_CATEGORY,category:4bf84a8cef79,1
fault_code:77895c1f6805,HAS_CATEGORY,category:c17f53f815d3,1
fault_code:77895c1f6805,HAS_CATEGORY,category:e516fb420f92,1
fault_code:77895c1f6805,HAS_NAME,fault_name:211d15d30243,1
fault_code:77895c1f6805,HAS_NAME,fault_name:4d0e06b848aa,1
fault_code:77895c1f6805,HAS_NAME,fault_name:bda5c8f10670,1
fault_code:77895c1f6805,HAS_SOURCE,source_doc:345974918c07,1
fault_code:77895c1f6805,HAS_SOURCE,source_doc:6b0984ceeb77,1
fault_code:77895c1f6805,HAS_SOURCE,source_doc:89a31a5f8422,1
fault_code:77895c1f6805,INVOLVES_COMPONENT,component:37d132ed1701,1
fault_code:77895c1f6805,INVOLVES_COMPONENT,component:7af89b937f67,1
fault_code:77895c1f6805,OCCURS_ON_MODEL,model:2e4324b15d27,1
fault_code:77895c1f6805,OCCURS_ON_MODEL,model:cbe81856acaf,1
fault_code:77895c1f6805,OCCURS_ON_MODEL,model:ef6278cd80da,1
fault_code:77907fa0e888,BELONGS_TO_SYSTEM,system:8c1bbba6e634,1
fault_code:77907fa0e888,HAS_CATEGORY,category:0d6ebe063c08,1
fault_code:77907fa0e888,HAS_NAME,fault_name:e86941d7b5d7,1
fault_code:77907fa0e888,HAS_RESET_MODE,reset_mode:c327af0affc8,1
fault_code:77907fa0e888,HAS_SOURCE,source_doc:f634d9157269,1
fault_code:77907fa0e888,OCCURS_AT_SITE,site:46745e0d7b9c,1
fault_code:77907fa0e888,OCCURS_AT_SITE,site:f4bee526071d,1
fault_code:77907fa0e888,OCCURS_ON_MODEL,model:af8fa40b6d46,1
fault_code:77b425fc569f,BELONGS_TO_SYSTEM,system:4c37a1152ef3,1
fault_code:77b425fc569f,HAS_CATEGORY,category:cdf3db0e6c46,1
fault_code:77b425fc569f,HAS_NAME,fault_name:8874a3ba43e0,1
fault_code:77b425fc569f,HAS_SOURCE,source_doc:ea1de74a49c2,1
fault_code:77b425fc569f,INVOLVES_COMPONENT,component:816c022c4800,1
fault_code:77b425fc569f,OCCURS_AT_SITE,site:6facb75be15b,1
fault_code:77b425fc569f,OCCURS_ON_MODEL,model:a86af0e31918,1
fault_code:77bb789f8290,BELONGS_TO_SYSTEM,system:4c37a1152ef3,1
fault_code:77bb789f8290,HAS_CATEGORY,category:685c2dda4aec,1
fault_code:77bb789f8290,HAS_NAME,fault_name:5df459a028f3,1
fault_code:77bb789f8290,HAS_SOURCE,source_doc:4c5f78bbcb1b,1
fault_code:77bb789f8290,OCCURS_AT_SITE,site:6facb75be15b,1
fault_code:77bb789f8290,OCCURS_ON_MODEL,model:a86af0e31918,1
fault_code:77c8184f671a,HAS_CATEGORY,category:7eeec08d7204,1
fault_code:77c8184f671a,HAS_CATEGORY,category:e516fb420f92,1
fault_code:77c8184f671a,HAS_NAME,fault_name:1751bea576dc,1
fault_code:77c8184f671a,HAS_NAME,fault_name:41c14e54a330,1
fault_code:77c8184f671a,HAS_RESET_MODE,reset_mode:d56836406ea0,1
fault_code:77c8184f671a,HAS_SOURCE,source_doc:20ec2e41aa15,1
fault_code:77c8184f671a,HAS_SOURCE,source_doc:39e75fbfcfea,1
fault_code:77c8184f671a,HAS_SOURCE,source_doc:73c4e48bad9a,1
fault_code:77c8184f671a,HAS_SOURCE,source_doc:b94a82af5158,1
fault_code:77c8184f671a,HAS_SOURCE,source_doc:eadac731f4b8,1
fault_code:77c8184f671a,HAS_SOURCE,source_doc:ec9c5e0942e9,1
fault_code:77c8184f671a,INVOLVES_COMPONENT,component:37d132ed1701,1
fault_code:77c8184f671a,OCCURS_AT_SITE,site:ec81500c69a7,1
fault_code:77c8184f671a,OCCURS_ON_MODEL,model:1742691e94e2,1
fault_code:77c8184f671a,OCCURS_ON_MODEL,model:2e4324b15d27,1
fault_code:77c8184f671a,OCCURS_ON_MODEL,model:ac7e9669a18b,1
fault_code:77c8184f671a,OCCURS_ON_MODEL,model:cbe81856acaf,1
fault_code:77d67ab1e3d0,HAS_CATEGORY,category:0d6ebe063c08,1
fault_code:77d67ab1e3d0,HAS_NAME,fault_name:97765116692c,1
fault_code:77d67ab1e3d0,HAS_RESET_MODE,reset_mode:c327af0affc8,1
fault_code:77d67ab1e3d0,HAS_RESET_MODE,reset_mode:d56836406ea0,1
fault_code:77d67ab1e3d0,HAS_SOURCE,source_doc:25c6ad339ce6,1
fault_code:77d67ab1e3d0,HAS_SOURCE,source_doc:f03d6d1edd79,1
fault_code:77d67ab1e3d0,HAS_SOURCE,source_doc:f72d33aa7dba,1
fault_code:77d67ab1e3d0,OCCURS_ON_MODEL,model:1742691e94e2,1
fault_code:77d859e3542c,BELONGS_TO_SYSTEM,system:3b38f224d81f,1
fault_code:77d859e3542c,HAS_CATEGORY,category:6e28c678070e,1
fault_code:77d859e3542c,HAS_NAME,fault_name:151776ae0fa2,1
fault_code:77d859e3542c,HAS_RESET_MODE,reset_mode:c327af0affc8,1
fault_code:77d859e3542c,HAS_SOURCE,source_doc:89e3ea6254f0,1
fault_code:77d859e3542c,INVOLVES_COMPONENT,component:9f8d394ef97e,1
fault_code:77d859e3542c,OCCURS_AT_SITE,site:da80e7638e6c,1
fault_code:77d859e3542c,OCCURS_ON_MODEL,model:64b487ce8fa6,1
fault_code:77de68daecd8,BELONGS_TO_SYSTEM,system:3b38804e36bc,1
fault_code:77de68daecd8,BELONGS_TO_SYSTEM,system:3b38f224d81f,1
fault_code:77de68daecd8,HAS_CATEGORY,category:bfd15aa32654,1
fault_code:77de68daecd8,HAS_CATEGORY,category:c17f53f815d3,1
fault_code:77de68daecd8,HAS_NAME,fault_name:4951264c50e7,1
fault_code:77de68daecd8,HAS_NAME,fault_name:4c87b28568f5,1
fault_code:77de68daecd8,HAS_NAME,fault_name:741485d66af4,1
fault_code:77de68daecd8,HAS_NAME,fault_name:8b53f1fb5783,1
fault_code:77de68daecd8,HAS_NAME,fault_name:9a7094f4d491,1
fault_code:77de68daecd8,HAS_SOURCE,source_doc:24110fef319c,1
fault_code:77de68daecd8,HAS_SOURCE,source_doc:29088e4f21db,1
fault_code:77de68daecd8,HAS_SOURCE,source_doc:37b272a7b196,1
fault_code:77de68daecd8,HAS_SOURCE,source_doc:3814f934dffa,1
fault_code:77de68daecd8,HAS_SOURCE,source_doc:5d94cc269a18,1
fault_code:77de68daecd8,HAS_SOURCE,source_doc:63179c4c0c11,1
fault_code:77de68daecd8,HAS_SOURCE,source_doc:9a65b0fc5a75,1
fault_code:77de68daecd8,HAS_SOURCE,source_doc:a6d0f1b2b849,1
fault_code:77de68daecd8,HAS_SOURCE,source_doc:c00f5a05d263,1
fault_code:77de68daecd8,HAS_SOURCE,source_doc:c7b62bdace74,1
fault_code:77de68daecd8,HAS_SOURCE,source_doc:d7b29214da2a,1
fault_code:77de68daecd8,HAS_SOURCE,source_doc:da005d04e946,1
fault_code:77de68daecd8,INVOLVES_COMPONENT,component:37d132ed1701,1
fault_code:77de68daecd8,INVOLVES_COMPONENT,component:9f8d394ef97e,1
fault_code:77de68daecd8,MAY_BE_CAUSED_BY,cause:12fb2cb3f032,1
fault_code:77de68daecd8,MAY_BE_CAUSED_BY,cause:35e5bba36bea,1
fault_code:77de68daecd8,MAY_BE_CAUSED_BY,cause:4c211a09f260,1
fault_code:77de68daecd8,MAY_BE_CAUSED_BY,cause:51fc260bc577,1
fault_code:77de68daecd8,MAY_BE_CAUSED_BY,cause:a0a0b4696a35,1
fault_code:77de68daecd8,MAY_BE_CAUSED_BY,cause:e6bcc703e27c,1
fault_code:77de68daecd8,OCCURS_AT_SITE,site:49551124d157,1
fault_code:77de68daecd8,OCCURS_AT_SITE,site:7d906172d17c,1
fault_code:77de68daecd8,OCCURS_ON_MODEL,model:0513bafa3096,1
fault_code:77de68daecd8,OCCURS_ON_MODEL,model:1742691e94e2,1
fault_code:77de68daecd8,OCCURS_ON_MODEL,model:2a091ea696c4,1
fault_code:77de68daecd8,OCCURS_ON_MODEL,model:3cc8131545e8,1
fault_code:77de68daecd8,OCCURS_ON_MODEL,model:45f68a6b221a,1
fault_code:77de68daecd8,OCCURS_ON_MODEL,model:6fd7012408d3,1
fault_code:77de68daecd8,OCCURS_ON_MODEL,model:82b8d910be5d,1
fault_code:77de68daecd8,OCCURS_ON_MODEL,model:a61690aadc32,1
fault_code:77de68daecd8,OCCURS_ON_MODEL,model:ac7e9669a18b,1
fault_code:77de68daecd8,OCCURS_ON_MODEL,model:b9de6b3d98a7,1
fault_code:77de68daecd8,REQUIRES_ACTION,action:151cd449dfaf,1
fault_code:77de68daecd8,REQUIRES_ACTION,action:ff782e90b920,1
fault_code:77e1c40b426f,BELONGS_TO_SYSTEM,system:bfc8eeb8b8f4,1
fault_code:77e1c40b426f,HAS_CATEGORY,category:cdf3db0e6c46,1
fault_code:77e1c40b426f,HAS_SOURCE,source_doc:5e50fc2d262f,1
fault_code:77e1c40b426f,INVOLVES_COMPONENT,component:023d52a774c3,1
fault_code:77e1c40b426f,INVOLVES_COMPONENT,component:23362670e490,1
fault_code:77e1c40b426f,INVOLVES_COMPONENT,component:38d0a8358b11,1
fault_code:77e1c40b426f,INVOLVES_COMPONENT,component:6348867dd227,1
fault_code:77e1c40b426f,OCCURS_AT_SITE,site:0e44c2f537cc,1
fault_code:77e1c40b426f,OCCURS_AT_SITE,site:259d72a050ae,1
fault_code:77e1c40b426f,OCCURS_ON_MODEL,model:e24ed3d61944,1
fault_code:77e643bcb14a,BELONGS_TO_SYSTEM,system:3b38804e36bc,1
fault_code:77e643bcb14a,HAS_CATEGORY,category:6e28c678070e,1
fault_code:77e643bcb14a,HAS_NAME,fault_name:a2c55ccd09d8,1
fault_code:77e643bcb14a,HAS_RESET_MODE,reset_mode:c327af0affc8,1
fault_code:77e643bcb14a,HAS_SOURCE,source_doc:b9fafe6268de,1
fault_code:77e643bcb14a,OCCURS_AT_SITE,site:05e13aba1cfb,1
